s1_t;s1_v;s1_data;s2_t;s2_v;s2_data;s3_t;s3_v;s3_data;s4_t;s4_v;s4_data;DT_RowId;id;unique_id;monster;originID;monster_n;originName;ancient;efficiency;set;slot;grade;level;m_t;m_v;i_t;i_v;locked;sub_res;sub_cdmg;sub_atkf;sub_acc;sub_atkp;sub_defp;sub_deff;sub_hpp;sub_hpf;sub_spd;sub_crate;quality;max_efficiency
"DEF%";7;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"ACC";15;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"row_263";263;73235303687;0;0;"Inventory";"Inventory";true;87.5;"Destroy";3;6;12;"DEF flat";118;"HP%";8;0;"-";"-";"-";15;"-";7;"-";"-";"-";17;4;"Hero";87.5
"ATK%";29;{"enchanted":false,"gvalue":0};"DEF flat";21;{"enchanted":false,"gvalue":0};"DEF%";10;{"enchanted":false,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"row_264";264;68746429516;0;0;"Inventory";"Inventory";true;88.81;"Destroy";4;6;15;"CRate";58;"HP flat";239;0;"-";12;"-";"-";29;10;21;"-";"-";"-";"-";"Legend";88.81
"HP%";15;{"enchanted":false,"gvalue":0};"SPD";23;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"row_265";265;72395039428;0;0;"Inventory";"Inventory";true;93.63;"Destroy";5;6;12;"HP flat";1800;"ATK flat";16;0;"-";7;"-";"-";"-";"-";"-";15;"-";23;6;"Legend";93.63
"HP%";23;{"enchanted":false,"gvalue":0};"DEF%";16;{"enchanted":false,"gvalue":0};"RES";10;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"row_266";266;73236769157;0;0;"Inventory";"Inventory";true;93.75;"Destroy";5;6;12;"HP flat";1800;"";0;0;10;"-";"-";"-";"-";16;"-";23;"-";12;"-";"Legend";93.75
"CRate";6;{"enchanted":false,"gvalue":0};"RES";10;{"enchanted":false,"gvalue":0};"SPD";24;{"enchanted":false,"gvalue":0};"ATK%";13;{"enchanted":false,"gvalue":0};"row_267";267;73109918083;0;0;"Inventory";"Inventory";true;91.96;"Destroy";6;6;12;"ACC";48;"";0;0;10;"-";"-";"-";13;"-";"-";"-";"-";24;6;"Legend";91.96
"ATK%";21;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"CDmg";15;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"row_268";268;72827216572;0;0;"Inventory";"Inventory";false;82.87;"Fight";1;6;12;"ATK flat";118;"";0;0;"-";15;"-";"-";21;"-";"-";"-";"-";5;6;"Legend";82.87
"RES";11;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"ATK%";19;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"row_269";269;72966030158;0;0;"Inventory";"Inventory";false;86.01;"Fight";1;6;15;"ATK flat";160;"ACC";5;0;11;"-";"-";"-";19;"-";"-";"-";"-";6;10;"Legend";86.01
"HP flat";301;{"enchanted":false,"gvalue":0};"RES";27;{"enchanted":false,"gvalue":0};"ATK%";10;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"row_270";270;73065163912;0;0;"Inventory";"Inventory";false;78.76;"Fight";1;6;12;"ATK flat";118;"";0;0;27;"-";"-";"-";10;"-";"-";"-";301;6;"-";"Legend";78.76
"CDmg";25;{"enchanted":false,"gvalue":0};"ATK%";7;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"ACC";13;{"enchanted":false,"gvalue":0};"row_271";271;73065173622;0;0;"Inventory";"Inventory";false;90.69;"Fight";1;6;15;"ATK flat";160;"SPD";6;0;"-";25;"-";13;7;"-";"-";5;"-";"-";"-";"Legend";90.69
"RES";20;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"row_272";272;73184731983;0;0;"Inventory";"Inventory";false;77.85;"Fight";1;6;12;"ATK flat";118;"SPD";6;0;20;6;"-";"-";"-";"-";"-";7;"-";"-";4;"Hero";77.85
"RES";5;{"enchanted":false,"gvalue":0};"DEF%";19;{"enchanted":false,"gvalue":7};"SPD";16;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"row_273";273;60916073347;0;0;"Inventory";"Inventory";false;86.46;"Fight";2;6;15;"HP%";63;"HP flat";328;0;5;"-";"-";"-";8;19;"-";"-";"-";16;"-";"Hero";86.46
"RES";11;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"HP%";6;{"enchanted":false,"gvalue":0};"row_274";274;61448214829;0;0;"Inventory";"Inventory";false;72.92;"Fight";2;6;15;"HP flat";2448;"";0;0;11;"-";"-";"-";"-";6;"-";6;"-";14;"-";"Hero";72.92
"HP%";14;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":0};"RES";12;{"enchanted":false,"gvalue":0};"CRate";11;{"enchanted":false,"gvalue":0};"row_275";275;62992261517;0;0;"Inventory";"Inventory";false;82.74;"Fight";2;6;15;"ATK%";63;"";0;0;12;"-";"-";"-";"-";12;"-";14;"-";"-";11;"Legend";82.74
"ATK flat";12;{"enchanted":false,"gvalue":0};"HP%";21;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"DEF flat";17;{"enchanted":false,"gvalue":0};"row_276";276;72446500313;0;0;"Inventory";"Inventory";false;77.5;"Fight";2;6;12;"ATK%";47;"";0;0;"-";"-";12;"-";"-";"-";17;21;"-";15;"-";"Legend";77.5
"ACC";15;{"enchanted":false,"gvalue":0};"ATK%";22;{"enchanted":false,"gvalue":0};"CRate";4;{"enchanted":false,"gvalue":0};"DEF flat";20;{"enchanted":false,"gvalue":0};"row_277";277;72449893681;0;0;"Inventory";"Inventory";false;82.44;"Fight";2;6;15;"SPD";42;"RES";6;0;"-";"-";"-";15;22;"-";20;"-";"-";"-";4;"Legend";82.44
"HP flat";160;{"enchanted":false,"gvalue":0};"SPD";18;{"enchanted":false,"gvalue":0};"RES";11;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"row_278";278;73184731988;0;0;"Inventory";"Inventory";false;75.63;"Fight";2;6;12;"DEF%";47;"";0;0;11;"-";"-";"-";"-";"-";"-";"-";160;18;6;"Hero";75.63
"ATK%";13;{"enchanted":false,"gvalue":0};"HP%";16;{"enchanted":false,"gvalue":0};"RES";11;{"enchanted":false,"gvalue":0};"HP flat";200;{"enchanted":false,"gvalue":0};"row_279";279;72556550596;0;0;"Inventory";"Inventory";false;73.33;"Fight";2;6;15;"SPD";42;"";0;0;11;"-";"-";"-";13;"-";"-";16;200;"-";"-";"Hero";73.33
"ATK flat";32;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"ATK%";12;{"enchanted":false,"gvalue":0};"DEF flat";10;{"enchanted":false,"gvalue":0};"row_280";280;73601953955;0;0;"Inventory";"Inventory";false;65.83;"Fight";2;6;12;"SPD";31;"";0;0;"-";"-";32;"-";12;"-";10;"-";"-";"-";10;"Hero";65.83
"CDmg";7;{"enchanted":false,"gvalue":0};"SPD";6;{"enchanted":false,"gvalue":0};"DEF%";4;{"enchanted":false,"gvalue":0};"HP%";4;{"enchanted":false,"gvalue":0};"row_281";281;61397903313;0;0;"Inventory";"Inventory";false;46.65;"Fight";3;4;12;"DEF flat";82;"";0;0;"-";7;"-";"-";"-";4;"-";4;"-";6;"-";"Rare";46.65
"DEF%";21;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"ACC";14;{"enchanted":false,"gvalue":0};"HP%";13;{"enchanted":false,"gvalue":0};"row_282";282;72449918076;0;0;"Inventory";"Inventory";false;88.61;"Fight";3;6;12;"DEF flat";118;"CRate";5;0;"-";4;"-";14;"-";21;"-";13;"-";"-";"-";"Legend";88.61
"SPD";16;{"enchanted":false,"gvalue":0};"DEF%";14;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"row_283";283;72556513448;0;0;"Inventory";"Inventory";false;84.99;"Fight";3;6;12;"DEF flat";118;"RES";5;0;"-";6;"-";"-";"-";14;"-";"-";"-";16;6;"Hero";84.99
"RES";4;{"enchanted":false,"gvalue":0};"DEF%";15;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"row_284";284;72795646517;0;0;"Inventory";"Inventory";false;77.68;"Fight";3;6;12;"DEF flat";118;"";0;0;4;"-";"-";"-";"-";15;"-";"-";"-";16;5;"Hero";77.68
"HP%";23;{"enchanted":false,"gvalue":0};"HP flat";172;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"ACC";10;{"enchanted":false,"gvalue":0};"row_285";285;73029775827;0;0;"Inventory";"Inventory";false;85.86;"Fight";3;6;12;"DEF flat";118;"CRate";5;0;"-";"-";"-";10;"-";"-";"-";23;172;11;"-";"Legend";85.86
"HP flat";473;{"enchanted":false,"gvalue":0};"CRate";11;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"ACC";13;{"enchanted":false,"gvalue":0};"row_286";286;73061357583;0;0;"Inventory";"Inventory";false;85.33;"Fight";3;6;15;"DEF flat";160;"SPD";6;0;"-";13;"-";13;"-";"-";"-";"-";473;"-";11;"Legend";85.33
"CDmg";14;{"enchanted":false,"gvalue":0};"HP flat";333;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":0};"ACC";13;{"enchanted":false,"gvalue":0};"row_287";287;73065175662;0;0;"Inventory";"Inventory";false;87.99;"Fight";3;6;15;"DEF flat";160;"HP%";6;0;"-";14;"-";13;"-";"-";"-";"-";333;15;"-";"Legend";87.99
"HP%";13;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"ACC";14;{"enchanted":false,"gvalue":0};"DEF flat";16;{"enchanted":false,"gvalue":0};"row_288";288;73184731986;0;0;"Inventory";"Inventory";false;67.44;"Fight";4;6;12;"CDmg";59;"";0;0;"-";"-";"-";14;"-";"-";16;13;"-";4;"-";"Hero";67.44
"DEF flat";34;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"ACC";4;{"enchanted":false,"gvalue":0};"ATK%";18;{"enchanted":false,"gvalue":0};"row_289";289;73678104070;0;0;"Inventory";"Inventory";false;75.71;"Fight";4;6;12;"HP%";47;"";0;0;"-";"-";"-";4;18;"-";34;"-";"-";12;"-";"Legend";75.71
"SPD";10;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"ATK%";19;{"enchanted":false,"gvalue":0};"row_290";290;72449893688;0;0;"Inventory";"Inventory";false;82.44;"Fight";5;6;12;"HP flat";1800;"";0;0;"-";7;"-";"-";19;12;"-";"-";"-";10;"-";"Legend";82.44
"CRate";11;{"enchanted":false,"gvalue":0};"RES";15;{"enchanted":false,"gvalue":0};"SPD";18;{"enchanted":false,"gvalue":0};"CDmg";7;{"enchanted":false,"gvalue":0};"row_291";291;73065163916;0;0;"Inventory";"Inventory";false;93.45;"Fight";5;6;12;"HP flat";1800;"DEF flat";15;0;15;7;"-";"-";"-";"-";"-";"-";"-";18;11;"Legend";93.45
"RES";6;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"ATK%";20;{"enchanted":false,"gvalue":0};"row_292";292;73184731992;0;0;"Inventory";"Inventory";false;86.59;"Fight";5;6;12;"HP flat";1800;"DEF flat";13;0;6;5;"-";"-";20;"-";"-";"-";"-";17;"-";"Legend";86.59
"SPD";12;{"enchanted":false,"gvalue":0};"CDmg";18;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"ACC";11;{"enchanted":false,"gvalue":0};"row_293";293;73542262625;0;0;"Inventory";"Inventory";false;85.33;"Fight";5;6;12;"HP flat";1800;"";0;0;"-";18;"-";11;8;"-";"-";"-";"-";12;"-";"Legend";85.33
"ATK flat";12;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"";0;{};"row_294";294;73774143107;0;0;"Inventory";"Inventory";false;48.27;"Fight";5;6;0;"HP flat";360;"";0;0;5;"-";12;"-";"-";"-";"-";"-";"-";"-";5;"Hero";76.85
"SPD";20;{"enchanted":false,"gvalue":0};"DEF flat";32;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":true,"gvalue":0};"ATK flat";12;{"enchanted":false,"gvalue":0};"row_295";295;61062788967;0;0;"Inventory";"Inventory";false;79.88;"Fight";6;6;15;"RES";64;"HP%";6;0;"-";"-";12;8;"-";"-";32;"-";"-";20;"-";"Legend";79.88
"DEF flat";53;{"enchanted":false,"gvalue":19};"CRate";10;{"enchanted":false,"gvalue":0};"ATK%";11;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"row_296";296;61448421850;0;0;"Inventory";"Inventory";false;71.37;"Fight";6;6;15;"DEF%";63;"";0;0;5;"-";"-";"-";11;"-";53;"-";"-";"-";10;"Hero";71.37
"SPD";18;{"enchanted":false,"gvalue":0};"HP flat";532;{"enchanted":false,"gvalue":0};"ATK flat";16;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"row_297";297;73234504991;0;0;"Inventory";"Inventory";false;74.29;"Fight";6;6;12;"DEF%";47;"CRate";4;0;5;"-";16;"-";"-";"-";"-";"-";532;18;"-";"Legend";74.29
"CRate";9;{"enchanted":false,"gvalue":0};"HP%";8;{"enchanted":false,"gvalue":0};"ATK%";5;{"enchanted":false,"gvalue":0};"SPD";20;{"enchanted":false,"gvalue":0};"row_298";298;73678104071;0;0;"Inventory";"Inventory";false;88.1;"Fight";6;6;12;"HP flat";1800;"ACC";7;0;"-";"-";"-";"-";5;"-";"-";8;"-";20;9;"Legend";88.1
"SPD";15;{"enchanted":false,"gvalue":0};"RES";14;{"enchanted":false,"gvalue":0};"CRate";6;{"enchanted":false,"gvalue":0};"CDmg";13;{"enchanted":false,"gvalue":0};"row_299";299;73678104075;0;0;"Inventory";"Inventory";false;86.48;"Fight";6;6;12;"HP flat";1800;"";0;0;14;13;"-";"-";"-";"-";"-";"-";"-";15;6;"Legend";86.48
"SPD";22;{"enchanted":false,"gvalue":0};"HP%";10;{"enchanted":false,"gvalue":0};"ACC";7;{"enchanted":false,"gvalue":0};"ATK%";6;{"enchanted":false,"gvalue":0};"row_300";300;72951321542;0;0;"Inventory";"Inventory";true;88.39;"Enhance";1;6;12;"ATK flat";118;"CRate";5;0;"-";"-";"-";7;6;"-";"-";10;"-";22;"-";"Hero";88.39
"DEF%";7;{"enchanted":false,"gvalue":0};"SPD";23;{"enchanted":false,"gvalue":0};"HP%";10;{"enchanted":false,"gvalue":0};"CDmg";4;{"enchanted":false,"gvalue":0};"row_301";301;72949579006;0;0;"Inventory";"Inventory";true;82.36;"Enhance";3;6;12;"DEF flat";118;"";0;0;"-";4;"-";"-";"-";7;"-";10;"-";23;"-";"Hero";82.36
"CRate";16;{"enchanted":false,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"DEF flat";19;{"enchanted":false,"gvalue":0};"row_302";302;68909655570;0;0;"Inventory";"Inventory";false;74.86;"Seal";2;6;12;"ATK%";47;"";0;0;"-";12;"-";5;"-";"-";19;"-";"-";"-";16;"Hero";74.86
"ATK%";16;{"enchanted":false,"gvalue":0};"DEF%";8;{"enchanted":false,"gvalue":0};"CRate";14;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"row_303";303;60202292568;0;0;"Inventory";"Inventory";false;80.06;"Intangible";2;6;12;"HP%";47;"";0;0;7;"-";"-";"-";16;8;"-";"-";"-";"-";14;"Hero";80.06
"ATK%";14;{"enchanted":false,"gvalue":0};"CDmg";5;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":true,"gvalue":0};"row_304";304;72826690121;0;0;"Inventory";"Inventory";false;81.89;"Intangible";2;6;15;"DEF%";63;"";0;0;"-";5;"-";"-";14;"-";"-";"-";"-";8;16;"Hero";81.89
"CDmg";17;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"DEF%";13;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":false,"gvalue":0};"row_305";305;68829031231;0;0;"Inventory";"Inventory";false;88.78;"Intangible";3;6;12;"DEF flat";118;"HP%";7;0;"-";17;"-";"-";"-";13;"-";"-";"-";5;10;"Legend";88.78
"CDmg";5;{"enchanted":false,"gvalue":0};"ATK flat";17;{"enchanted":false,"gvalue":0};"ACC";32;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":5};"row_306";306;60384333528;0;0;"Inventory";"Inventory";false;87.9;"Intangible";5;6;15;"HP flat";2448;"SPD";4;0;"-";5;17;32;"-";"-";"-";12;"-";"-";"-";"Hero";87.9
"CRate";5;{"enchanted":false,"gvalue":0};"SPD";11;{"enchanted":false,"gvalue":0};"ATK%";22;{"enchanted":false,"gvalue":0};"CDmg";8;{"enchanted":true,"gvalue":0};"row_307";307;72673664882;0;0;"Inventory";"Inventory";false;88.82;"Intangible";5;6;12;"HP flat";1800;"RES";7;0;"-";8;"-";"-";22;"-";"-";"-";"-";11;5;"Hero";88.82
"RES";10;{"enchanted":false,"gvalue":0};"ACC";14;{"enchanted":false,"gvalue":0};"SPD";9;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"row_308";308;50898778685;2;2;"Ariel";"Ariel";false;73.81;"Swift";1;6;12;"ATK flat";118;"";0;0;10;"-";"-";14;"-";"-";"-";"-";"-";9;5;"Hero";73.81
"ACC";13;{"enchanted":false,"gvalue":0};"DEF%";14;{"enchanted":true,"gvalue":5};"HP%";18;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"row_309";309;50898778686;2;2;"Ariel";"Ariel";false;82.14;"Swift";2;6;15;"SPD";42;"";0;0;7;"-";"-";13;"-";14;"-";18;"-";"-";"-";"Hero";82.14
"DEF%";20;{"enchanted":false,"gvalue":7};"SPD";15;{"enchanted":false,"gvalue":0};"HP flat";460;{"enchanted":false,"gvalue":200};"HP%";8;{"enchanted":false,"gvalue":0};"row_310";310;50898778687;2;2;"Ariel";"Ariel";false;82.95;"Swift";3;6;12;"DEF flat";118;"";0;0;"-";"-";"-";"-";"-";20;"-";8;460;15;"-";"Hero";82.95
"SPD";10;{"enchanted":false,"gvalue":0};"RES";18;{"enchanted":false,"gvalue":0};"ATK%";8;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"row_311";311;59766095617;2;2;"Ariel";"Ariel";false;77.62;"Blade";4;6;15;"HP%";63;"DEF flat";13;0;18;"-";"-";5;8;"-";"-";"-";"-";10;"-";"Hero";77.62
"CRate";5;{"enchanted":false,"gvalue":0};"SPD";5;{"enchanted":true,"gvalue":0};"RES";22;{"enchanted":false,"gvalue":0};"DEF%";6;{"enchanted":false,"gvalue":0};"row_312";312;59832183808;2;2;"Ariel";"Ariel";false;72.62;"Blade";5;6;12;"HP flat";1800;"";0;0;22;"-";"-";"-";"-";6;"-";"-";"-";5;5;"Hero";72.62
"SPD";12;{"enchanted":false,"gvalue":0};"HP flat";793;{"enchanted":false,"gvalue":196};"RES";4;{"enchanted":false,"gvalue":0};"DEF%";8;{"enchanted":false,"gvalue":0};"row_313";313;50956806389;2;2;"Ariel";"Ariel";false;74.22;"Swift";6;6;15;"HP%";63;"CRate";5;0;4;"-";"-";"-";"-";8;"-";"-";793;12;"-";"Rare";74.22
"SPD";22;{"enchanted":false,"gvalue":3};"ATK%";13;{"enchanted":false,"gvalue":5};"CRate";5;{"enchanted":false,"gvalue":0};"CDmg";14;{"enchanted":false,"gvalue":0};"row_314";314;50910707312;3;3;"Sabrina";"Sabrina";false;93.75;"Blade";1;6;12;"ATK flat";118;"";0;0;"-";14;"-";"-";13;"-";"-";"-";"-";22;5;"Legend";93.75
"ATK flat";30;{"enchanted":false,"gvalue":19};"CRate";17;{"enchanted":false,"gvalue":0};"SPD";15;{"enchanted":false,"gvalue":4};"CDmg";8;{"enchanted":true,"gvalue":0};"row_315";315;59792705495;3;3;"Sabrina";"Sabrina";false;87.33;"Despair";2;6;15;"ATK%";63;"";0;0;"-";8;30;"-";"-";"-";"-";"-";"-";15;17;"Hero";87.33
"CRate";8;{"enchanted":false,"gvalue":0};"SPD";14;{"enchanted":false,"gvalue":0};"DEF%";12;{"enchanted":false,"gvalue":6};"ACC";4;{"enchanted":false,"gvalue":0};"row_316";316;51002222790;3;3;"Sabrina";"Sabrina";false;83.33;"Blade";3;6;15;"DEF flat";160;"CDmg";7;0;"-";"-";"-";4;"-";12;"-";"-";"-";14;8;"Hero";83.33
"CRate";6;{"enchanted":false,"gvalue":0};"ATK flat";37;{"enchanted":false,"gvalue":20};"SPD";10;{"enchanted":false,"gvalue":0};"ATK%";22;{"enchanted":false,"gvalue":6};"row_317";317;50882232833;3;3;"Sabrina";"Sabrina";false;81.01;"Blade";4;6;15;"CDmg";80;"";0;0;"-";"-";37;"-";22;"-";"-";"-";"-";10;6;"Rare";81.01
"CRate";6;{"enchanted":false,"gvalue":0};"CDmg";8;{"enchanted":true,"gvalue":0};"SPD";22;{"enchanted":false,"gvalue":4};"ATK%";17;{"enchanted":false,"gvalue":10};"row_318";318;60366918807;3;3;"Sabrina";"Sabrina";false;92.39;"Guard";5;6;12;"HP flat";1800;"";0;0;"-";8;"-";"-";17;"-";"-";"-";"-";22;6;"Hero";92.39
"SPD";6;{"enchanted":false,"gvalue":0};"CDmg";12;{"enchanted":false,"gvalue":0};"CRate";5;{"enchanted":false,"gvalue":0};"DEF%";9;{"enchanted":true,"gvalue":0};"row_319";319;50882232834;3;3;"Sabrina";"Sabrina";false;69.09;"Blade";6;6;15;"ATK%";63;"";0;0;"-";12;"-";"-";"-";9;"-";"-";"-";6;5;"Rare";69.09
"ATK%";19;{"enchanted":false,"gvalue":5};"HP%";5;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":2};"ACC";5;{"enchanted":false,"gvalue":0};"row_320";320;59887638855;4;4;"Galleon";"Galleon";false;88.99;"Swift";1;6;12;"ATK flat";118;"CDmg";7;0;"-";"-";"-";5;19;"-";"-";5;"-";17;"-";"Hero";88.99
"ATK%";12;{"enchanted":false,"gvalue":6};"DEF%";25;{"enchanted":false,"gvalue":5};"ATK flat";37;{"enchanted":false,"gvalue":22};"HP%";8;{"enchanted":false,"gvalue":0};"row_321";321;50930731249;4;4;"Galleon";"Galleon";false;82.5;"Swift";2;6;15;"SPD";42;"";0;0;"-";"-";37;"-";12;25;"-";8;"-";"-";"-";"Rare";82.5
"CRate";11;{"enchanted":false,"gvalue":0};"HP%";5;{"enchanted":false,"gvalue":0};"SPD";21;{"enchanted":false,"gvalue":4};"ACC";7;{"enchanted":false,"gvalue":0};"row_322";322;59686660284;4;4;"Galleon";"Galleon";false;88.1;"Intangible";3;6;15;"DEF flat";160;"RES";4;0;"-";"-";"-";7;"-";"-";"-";5;"-";21;11;"Hero";88.1
"SPD";21;{"enchanted":false,"gvalue":4};"HP%";5;{"enchanted":false,"gvalue":0};"CDmg";11;{"enchanted":false,"gvalue":0};"ATK%";14;{"enchanted":true,"gvalue":7};"row_323";323;51066956384;4;4;"Galleon";"Galleon";false;92.3;"Swift";4;6;15;"CRate";58;"ATK flat";19;0;"-";11;"-";"-";14;"-";"-";5;"-";21;"-";"Hero";92.3
"SPD";13;{"enchanted":false,"gvalue":2};"CRate";16;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"ATK%";19;{"enchanted":true,"gvalue":6};"row_324";324;59773456063;4;4;"Galleon";"Galleon";false;94.35;"Swift";5;6;12;"HP flat";1800;"";0;0;"-";"-";"-";8;19;"-";"-";"-";"-";13;16;"Hero";94.35
"DEF flat";25;{"enchanted":false,"gvalue":0};"ATK%";5;{"enchanted":false,"gvalue":0};"CRate";17;{"enchanted":false,"gvalue":0};"SPD";12;{"enchanted":false,"gvalue":0};"row_325";325;60613841780;4;4;"Galleon";"Galleon";false;79.17;"Despair";6;6;15;"ACC";64;"";0;0;"-";"-";"-";"-";5;"-";25;"-";"-";12;17;"Legend";79.17
"ATK%";12;{"enchanted":false,"gvalue":0};"CDmg";6;{"enchanted":false,"gvalue":0};"CRate";16;{"enchanted":false,"gvalue":0};"SPD";4;{"enchanted":false,"gvalue":0};"row_326";326;60713592146;6;6;"Alicia";"Alicia";false;81.72;"Swift";1;6;12;"ATK flat";118;"ACC";6;0;"-";6;"-";"-";12;"-";"-";"-";"-";4;16;"Hero";81.72
"CRate";5;{"enchanted":false,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"ATK%";36;{"enchanted":false,"gvalue":7};"ACC";4;{"enchanted":false,"gvalue":0};"row_327";327;61011594629;6;6;"Alicia";"Alicia";false;83.63;"Rage";2;6;15;"SPD";42;"";0;0;"-";"-";"-";4;36;"-";"-";7;"-";"-";5;"Hero";83.63
"SPD";17;{"enchanted":false,"gvalue":0};"HP flat";210;{"enchanted":false,"gvalue":0};"CRate";10;{"enchanted":false,"gvalue":0};"RES";7;{"enchanted":false,"gvalue":0};"row_328";328;60284330737;6;6;"Alicia";"Alicia";false;82.23;"Swift";3;6;12;"DEF flat";118;"CDmg";6;0;7;"-";"-";"-";"-";"-";"-";"-";210;17;10;"Hero";82.23
"ATK flat";46;{"enchanted":false,"gvalue":22};"HP%";12;{"enchanted":false,"gvalue":0};"CRate";14;{"enchanted":false,"gvalue":0};"RES";5;{"enchanted":false,"gvalue":0};"row_329";329;60598936012;6;6;"Alicia";"Alicia";false;75.77;"Swift";4;6;15;"CDmg";80;"";0;0;5;"-";46;"-";"-";"-";"-";12;"-";"-";14;"Legend";75.77
"CRate";10;{"enchanted":false,"gvalue":0};"RES";8;{"enchanted":false,"gvalue":0};"SPD";17;{"enchanted":false,"gvalue":0};"ACC";8;{"enchanted":false,"gvalue":0};"row_330";330;60666346246;6;6;"Alicia";"Alicia";false;87.5;"Swift";5;6;12;"HP flat";1800;"DEF%";6;0;8;"-";"-";8;"-";"-";"-";"-";"-";17;10;"Hero";87.5
"CRate";21;{"enchanted":false,"gvalue":0};"SPD";8;{"enchanted":true,"gvalue":0};"HP%";7;{"enchanted":false,"gvalue":0};"ACC";5;{"enchanted":false,"gvalue":0};"row_331";331;59892501204;6;6;"Alicia";"Alicia";false;80.95;"Blade";6;6;15;"ATK%";63;"";0;0;"-";"-";"-";5;"-";"-";"-";7;"-";8;21;"Hero";80.95
"ACC";14;{"enchanted":false,"gvalue":0};"SPD";16;{"enchanted":false,"gvalue":0};"HP%";12;{"enchanted":false,"gvalue":6};"ATK%";13;{"enchanted":false,"gvalue":7};"row_332";332;60151162239;7;7;"Vigor";"Vigor";false;91.53;"Swift";1;6;12;"ATK flat";118;"HP flat";204;0;"-";"-";"-";14;13;"-";"-";12;"-";16;"-";"Hero";91.53
